name,distance,address,zip_code,city,store_id,phone,latitude,longitude
Wadena Supercenter,22.88,100 Juniper Ave,56482,Wadena,4246,218-631-1068,46.453235,-95.127366
Sauk Centre Supercenter,45.31,205 12th St S,56378,Sauk Centre,4253,320-352-7954,45.720665,-94.947005
Bemidji Supercenter,40.41,2025 Paul Bunyan Dr Nw,56601,Bemidji,3233,218-755-6120,47.4966,-94.908205
Alexandria Supercenter,39.7,4611 State Highway 29 S,56308,Alexandria,1632,320-762-8945,45.84835,-95.382454
Park Rapids Supercenter,39.82,1303 Charles St,56470,Park Rapids,4244,218-732-0339,46.925379,-95.033631
Missoula Supercenter,29.95,4000 Hwy 93 South,59804,Missoula,2147,406-251-6060,46.831571,-114.047098
Missoula Supercenter,33.42,3555 Mullan Rd,59808,Missoula,3259,406-829-8489,46.883599,-114.042028
Miles City Supercenter,43.95,3205 Stower St,59301,Miles City,2608,406-232-0022,46.403585,-105.818621
Polson Supercenter,45.57,36318 Memory Lane,59860,Polson,2607,406-883-9211,47.6843052,-114.1206899
Kalispell Supercenter,12.37,170 Hutton Ranch Rd,59901,Kalispell,2259,406-257-7535,48.23175,-114.32617
Bozeman Supercenter,35.25,1500 N 7th Ave,59715,Bozeman,2084,406-585-8788,45.694689,-111.042147
Butte Supercenter,31.38,3901 Harrison Ave,59701,Butte,1901,406-494-1420,45.963776,-112.510563
Helena Supercenter,36.06,2750 Prospect Ave,59601,Helena,1872,406-443-3220,46.593512,-111.990661
Great Falls Supercenter,48.35,701 Smelter Ave Ne,59404,Great Falls,2455,406-761-5426,47.52661,-111.296587
Great Falls Supercenter,49.99,5320 10th Ave S,59405,Great Falls,7199,406-770-6083,47.491452,-111.218821
Billings Supercenter,28.95,1649 Main St,59105,Billings,2923,406-254-2842,45.82902,-108.467332
Billings Supercenter,36.24,2525 King Ave W,59102,Billings,1956,406-652-9692,45.758042,-108.57945
Havre Supercenter,32.29,3510 Us Highway 2 W,59501,Havre,4247,406-262-9162,48.554783,-109.737138
Detroit Lakes Supercenter,47.63,1583 Highway 10 W,56501,Detroit Lakes,2957,218-847-1126,46.825569,-95.877746
Thief River Falls Supercenter,48.89,1755 Highway 59 S,56701,Thief River Falls,3761,218-683-3643,48.11233,-96.150001
Grand Forks Supercenter,11.75,2551 32nd Ave S,58201,Grand Forks,1545,701-746-7225,47.887004,-97.064722
Grand Forks Supercenter,13.19,5755 Gateway Drive,58203,Grand Forks,5806,701-620-6003,47.930327,-97.113369
Crookston Supercenter,28.7,1930 Sahlstrom Dr,56716,Crookston,3758,218-281-2970,47.791576,-96.607311
Minot Supercenter,48.4,3900 S Broadway,58701,Minot,1636,701-838-2176,48.194659,-101.300201
Bismarck Supercenter,31.24,1400 Skyline Blvd,58503,Bismarck,3648,701-323-0530,46.857733,-100.768147
Bismarck Supercenter,34.13,2717 Rock Island Pl,58504,Bismarck,1534,701-223-3066,46.791635,-100.749948
Mandan Supercenter,36.46,1000 Old Red Trl Nw,58554,Mandan,2033,701-354-6961,46.846573,-100.903299
Bottineau Supercenter,41.11,912 11th St E,58318,Bottineau,4569,701-228-5276,48.8185472,-100.4324835
Fargo Supercenter,36.62,3757 55th Ave S,58104,Fargo,4352,701-526-1167,46.8014852,-96.8420367
Fargo Supercenter,40.29,4731 13th Ave S,58103,Fargo,1581,701-281-3971,46.864665,-96.865768
Dilworth Supercenter,44.03,415 34th St N,56529,Dilworth,1627,218-233-9822,46.88175,-96.722497
Devils Lake Supercenter,38.21,1424 Hwy 2 E,58301,Devils Lake,1695,701-662-5203,48.0979954,-98.8418135
Jamestown Supercenter,11.78,921 25th St Sw,58401,Jamestown,1649,701-252-6778,46.880551,-98.723048
Williston Supercenter,22.57,4001 2nd Ave W,58801,Williston,1565,701-572-8550,48.1819593,-103.6303285
Dickinson Supercenter,47.46,2456 3rd Ave W,58601,Dickinson,1567,701-225-8504,46.908396,-102.787045
Montevideo Supercenter,43.53,3001 E Highway 7,56265,Montevideo,1858,320-269-5390,44.951553,-95.689822
Fergus Falls Supercenter,41.33,3300 State Highway 210 W,56537,Fergus Falls,1696,218-739-5552,46.292561,-96.12436
Worthington Supercenter,45.3,1055 Ryans Rd,56187,Worthington,2820,507-376-6446,43.636684,-95.601827
Wahpeton Supercenter,44.23,1625 Commerce Dr,58075,Wahpeton,3875,701-642-9086,46.283855,-96.629915
Pierre Supercenter,38.7,1730 N Garfield Ave,57501,Pierre,1685,605-224-8830,44.380285,-100.311489
Aberdeen Supercenter,16.19,3820 7th Ave Se,57401,Aberdeen,1520,605-229-2345,45.456105,-98.436532
Marshall Supercenter,42.24,1221 E Main St,56258,Marshall,1722,507-532-9383,44.432426,-95.766785
Watertown Supercenter,39.14,1201 29th St Se,57201,Watertown,1500,605-882-0801,44.886833,-97.069827
Mitchell Supercenter,29.02,1101 E Spruce St,57301,Mitchell,2990,605-995-6840,43.684941,-98.009732
Huron Supercenter,15.38,2791 Dakota Ave S,57350,Huron,3853,605-353-0891,44.332969,-98.217288
Nevada Supercenter,45.68,2250 Lincoln Ave,64772,Nevada,34,417-667-3630,37.832201,-94.326552
Springfield Supercenter,8.74,2825 N Kansas Expy,65803,Springfield,86,417-865-8865,37.248775,-93.313985
Springfield Supercenter,11.02,1923 E Kearney St,65803,Springfield,138,417-865-4545,37.241729,-93.258694
Martin Supercenter,42.84,134 Courtright Rd,38237,Martin,107,731-587-3843,36.355005,-88.883642
Houston Supercenter,47.82,1433 S Sam Houston Blvd,65483,Houston,166,417-967-3302,37.313756,-91.962661
Carroll Supercenter,48.87,2014 Kittyhawk Rd,51401,Carroll,1787,712-792-2280,42.081336,-94.893106
Creston Supercenter,47.19,806 Laurel St,50801,Creston,1435,641-782-6954,41.045448,-94.372817
Garden City Neighborhood Market,37.83,2424 N Taylor Ave,67846,Garden City,4625,620-765-7042,37.987001,-100.881577
Garden City Supercenter,39.16,3101 E Kansas Ave,67846,Garden City,652,620-275-0775,37.986336,-100.836526
Great Bend Supercenter,48.4,3503 10th St,67530,Great Bend,770,620-792-3632,38.358995,-98.7872
Junction City Neighborhood Market,15.04,1723 Mcfarland Road,66441,Junction City,4626,785-492-6012,39.017913,-96.86175
Junction City Supercenter,15.96,521 E Chestnut St,66441,Junction City,43,785-238-8229,39.018965,-96.820674
Manhattan Supercenter,33.61,101 Bluemont Ave,66502,Manhattan,35,785-776-4897,39.188472,-96.556204
Salina Supercenter,35.69,2900 S 9th St,67401,Salina,558,785-825-6800,38.785465,-97.61503
Hays Supercenter,39.37,4301 Vine St,67601,Hays,664,785-625-0001,38.903229,-99.32125
Dodge City Supercenter,8.19,1905 N 14th Ave,67801,Dodge City,372,620-225-3917,37.768588,-100.035792
Mcpherson Supercenter,32.39,205 S Centennial Dr,67460,Mcpherson,993,620-241-0800,38.367599,-97.628126
Pratt Supercenter,26.53,2003 E 1st St,67124,Pratt,419,620-672-7548,37.644053,-98.713481
Atlantic Supercenter,47.99,1905 E 7th St,50022,Atlantic,3394,712-243-5214,41.401589,-94.98601
Chadron Supercenter,26.41,510 Linden St,69337,Chadron,2579,308-432-6999,42.8270741,-103.0221246
Colby Supercenter,47.92,115 W Willow St,67701,Colby,1214,785-462-8634,39.36722,-101.047438
Concordia Supercenter,42.34,140 E College Dr,66901,Concordia,1282,785-243-2602,39.550916,-97.660502
Denison Supercenter,45.32,510 Avenue C,51442,Denison,1732,712-263-2000,42.026224,-95.371661
Hiawatha Supercenter,23.1,701 Hopi St,66434,Hiawatha,342,785-742-7445,39.846387,-95.560036
Maryville Supercenter,46.35,1605 S Main St,64468,Maryville,801,660-562-2994,40.330026,-94.870115
Shenandoah Supercenter,39.71,705 S Fremont Street,51601,Shenandoah,1683,712-246-4044,40.7618798,-95.3825068
North Platte Supercenter,22.46,1401 S Dewey St,69101,North Platte,1585,308-532-5529,41.120783,-100.757712
Lexington Supercenter,40.06,200 Frontier St,68850,Lexington,637,308-324-7427,40.744902,-99.742518
Mccook Supercenter,29.24,1902 W B St,69001,Mccook,790,308-345-1800,40.198728,-100.652337
Kearney Supercenter,25.53,5411 2nd Ave,68847,Kearney,598,308-234-8448,40.726452,-99.081096
Marysville Supercenter,14.92,1174 Pony Express Hwy,66508,Marysville,341,785-562-2390,39.843391,-96.605108
Beatrice Supercenter,17.85,3620 N 6th St,68310,Beatrice,2784,402-228-1244,40.303688,-96.744313
Fairbury Supercenter,29.09,2831 Highway 15,68352,Fairbury,418,402-729-3394,40.162702,-97.175372
Le Mars Supercenter,47.1,1111 Holton Dr,51031,Le Mars,1625,712-546-4900,42.781897,-96.187601
York Supercenter,1.35,101 E David Dr,68467,York,350,402-362-3366,40.82787,-97.593326
Grand Island Supercenter,40.31,3501 S Locust St,68801,Grand Island,3395,308-381-4970,40.885365,-98.336154
Grand Island Supercenter,43.46,2250 N Diers Ave,68803,Grand Island,1326,308-381-0333,40.94271,-98.387075
Hastings Supercenter,45.15,3803 Osborne Dr W,68901,Hastings,1460,402-462-6000,40.624235,-98.385789
Omaha Supercenter,11.38,18201 Wright St,68130,Omaha,3267,402-330-4400,41.23153,-96.198894
Omaha Neighborhood Market,12.77,6710 S 167th St,68135,Omaha,3153,402-609-5703,41.191854,-96.176515
Omaha Supercenter,13.21,16960 W Maple Rd,68116,Omaha,5141,402-289-9238,41.294744,-96.180131
Gretna Supercenter,14.32,11350 Wickersham Blvd,68028,Gretna,4600,402-881-3530,41.143376,-96.16569
Fremont Supercenter,15.79,3010 E 23rd St,68025,Fremont,776,402-727-0414,41.453353,-96.457539
Omaha Supercenter,15.8,12850 L St,68137,Omaha,5361,402-697-1054,41.214831,-96.114293
Omaha Neighborhood Market,16.21,13105 Birch Dr,68164,Omaha,4138,402-686-2055,41.290899,-96.117668
La Vista Neighborhood Market,18.91,9460 Giles Road,68128,La Vista,3173,402-513-4207,41.1776561,-96.0599474
Omaha Supercenter,19.14,6304 N 99th St,68134,Omaha,1637,402-492-9344,41.315128,-96.068522
Omaha Neighborhood Market,19.4,2451 North 90th Street,68134,Omaha,3152,402-513-4030,41.280951,-96.051326
Omaha Supercenter,20.42,1606 S 72nd St,68124,Omaha,4358,402-393-9560,41.244171,-96.025545
Papillion Supercenter,20.99,8525 S 71st Plz,68133,Papillion,1671,402-597-8977,41.17436,-96.020173
Omaha Neighborhood Market,22.09,5051 L St,68117,Omaha,3172,402-541-0820,41.211811,-95.993277
Omaha Supercenter,22.75,5018 Ames Ave,68104,Omaha,3151,402-970-9301,41.302011,-95.991433
Omaha Neighborhood Market,22.82,360 North Saddlecreek Road,68131,Omaha,4139,402-970-6491,41.262573,-95.981201
Blair Supercenter,25.17,1882 Holly St,68008,Blair,4568,402-533-8222,41.526046,-96.140832
Bellevue Supercenter,25.5,10504 S 15th St,68123,Bellevue,2847,402-292-0156,41.155655,-95.936667
Bellevue Neighborhood Market,25.86,2109 Towne Center Dr,68123,Bellevue,3154,402-686-2040,41.116275,-95.942778
Lincoln Supercenter,27.82,3400 N 85th St,68507,Lincoln,3823,402-466-0447,40.848885,-96.601788
Council Bluffs Supercenter,28.75,1800 N. 16th St.,51501,Council Bluffs,3150,712-890-3914,41.279969,-95.868901
Lincoln Supercenter,28.84,4700 N 27th St,68521,Lincoln,1943,402-438-4377,40.858346,-96.677746
Council Bluffs Supercenter,29.82,3201 Manawa Centre Dr,51501,Council Bluffs,1965,712-366-3326,41.227359,-95.843923
Lincoln Supercenter,35.18,8700 Andermatt Dr,68526,Lincoln,3278,402-484-6166,40.736437,-96.598969
Lincoln Supercenter,37.08,2500 Jamie Ln,68512,Lincoln,2432,402-975-6171,40.729465,-96.685039
Seward Supercenter,42.94,1326 280th,68434,Seward,885,402-643-6631,40.876676,-97.098794
Crete Supercenter,48.81,1800 E 29th St,68333,Crete,4322,402-826-1002,40.640458,-96.939443
Columbus Supercenter,48.95,818 E 23rd St,68601,Columbus,774,402-564-1668,41.441249,-97.31708
Nebraska City Supercenter,49.03,2101 S 11th St,68410,Nebraska City,4209,402-874-9080,40.6580423,-95.8559141
Ogallala Supercenter,46.38,201 Pony Express Lane,69153,Ogallala,7129,308-284-0143,41.113603,-101.718978
Rifle Supercenter,45.34,1000 Airport Rd,81650,Rifle,5232,970-625-5367,39.524841,-107.767944
Sidney Supercenter,43.85,3001 Silverberg Dr,69162,Sidney,5170,308-254-9138,41.116752,-102.944711
Goodland Supercenter,46.64,2160 C0mmerce Road,67735,Goodland,2562,785-899-2111,39.334287,-101.7285
Salida Supercenter,44.04,7865 W Us Highway 50,81201,Salida,921,719-539-3566,38.524593,-106.022649
Delta Supercenter,22.46,37 Stafford Ln,81416,Delta,5458,970-874-1585,38.749201,-108.05413
Montrose Supercenter,43.92,16750 S Townsend Ave,81401,Montrose,1058,970-249-7544,38.449068,-107.863399
Lamar Supercenter,10.1,1432 E Olive St,81052,Lamar,2672,719-336-0530,38.086806,-102.602019
La Junta Supercenter,48.39,6 Conley Rd,81050,La Junta,1384,719-384-5951,37.9981886,-103.5931748
Fort Morgan Supercenter,33.76,1300 Barlow Rd,80701,Fort Morgan,5033,970-542-2272,40.260936,-103.76949
Frisco Store,47.44,840 Summit Blvd.,80443,Frisco,986,970-668-3959,39.586924,-106.096315
Gunnison Store,49.78,900 N Main St,81230,Gunnison,1550,970-641-1733,38.554562,-106.92541
Avon Supercenter,41.38,171 Yoder Avenue,81620,Avon,1199,970-949-6442,39.628054,-106.500249
Glenwood Springs Store,46.38,3010 Blake Ave,81601,Glenwood Springs,1095,970-945-5336,39.521948,-107.319842
Sterling Supercenter,45.03,1510 W Main St,80751,Sterling,924,970-522-0600,40.627049,-103.2363527
Laurel Supercenter,47.33,101 Bernhardt Rd,59044,Laurel,4412,406-628-3000,45.667525,-108.7591
Casper Supercenter,1.85,4255 Cy Ave,82604,Casper,3778,307-232-9593,42.816882,-106.374748
Casper Supercenter,5.36,4400 E 2nd St,82609,Casper,1617,307-237-0991,42.851375,-106.266907
Rapid City Supercenter,47.22,100 Stumer Rd,57701,Rapid City,3872,605-877-3291,44.03392,-103.218178
Rapid City Supercenter,47.48,1200 N Lacrosse St,57701,Rapid City,1604,605-342-9444,44.098149,-103.198186
Craig Supercenter,39.84,2000 W Victory Way,81625,Craig,4377,970-824-0340,40.511514,-107.569572
Steamboat Springs Store,48.33,1805 Central Park Drive,80487,Steamboat Springs,1808,970-879-8115,40.461959,-106.82329
Rawlins Supercenter,10.12,2390 E Cedar St,82301,Rawlins,4471,307-417-3001,41.789772,-107.207014
Spearfish Supercenter,27.14,2825 1st Ave,57783,Spearfish,1543,605-642-2460,44.478239,-103.809596
Riverton Supercenter,46.33,1733 N Federal Blvd,82501,Riverton,1457,307-856-3261,43.042872,-108.378319
Laramie Supercenter,18.03,4308 E Grand Ave,82070,Laramie,1412,307-745-6100,41.301639,-105.540476
Cheyenne Supercenter,40.12,580 Livingston Avenue,82007,Cheyenne,4653,307-823-6810,41.1262776,-104.7619112
Gillette Supercenter,40.6,2300 S Douglas Hwy,82718,Gillette,1485,307-686-4060,44.273032,-105.498154
Cody Supercenter,13.09,321 Yellowstone Ave,82414,Cody,1778,307-527-4673,44.518147,-109.088799
Sheridan Supercenter,10.64,1695 Coffeen Ave,82801,Sheridan,1508,307-674-6492,44.779373,-106.939798
Scottsbluff Supercenter,38.57,3322 Avenue I,69361,Scottsbluff,867,308-632-2666,41.879639,-103.678884
Cheyenne Supercenter,49.94,2032 Dell Range Blvd,82009,Cheyenne,1315,307-632-4330,41.164049,-104.791051
Mountain Home Supercenter,41.78,2745 American Legion Blvd,83647,Mountain Home,2782,208-587-0601,43.1366956,-115.6679356
Chubbuck Supercenter,49.01,4240 Yellowstone Ave,83202,Chubbuck,1995,208-237-5090,42.90994,-112.463531
Burley Supercenter,34.77,385 N Overland Ave,83318,Burley,1900,208-677-4709,42.56033,-113.789812
Blackfoot Supercenter,33.97,565 Jensen Grove Dr,83221,Blackfoot,1905,208-785-6937,43.198681,-112.359444
Ammon Supercenter,42.65,1201 S 25th E,83406,Ammon,1902,208-522-0204,43.486775,-111.980728
Idaho Falls Supercenter,46.08,500 S Utah Ave,83402,Idaho Falls,5494,208-528-8735,43.492974,-112.05255
Jerome Supercenter,12.19,2680 S Lincoln Ave,83338,Jerome,2831,208-324-4333,42.694054,-114.515088
Rock Springs Supercenter,46.4,201 Gateway Blvd,82901,Rock Springs,1461,307-362-1957,41.580611,-109.251197
Grand Junction Supercenter,35.25,2881 North Ave,81501,Grand Junction,1280,970-241-6061,39.075137,-108.518745
Grand Junction Neighborhood Market,37.71,541 Warrior Way,81504,Grand Junction,4491,970-208-0042,39.083457,-108.474014
Grand Junction Supercenter,48.75,2545 Rimrock Ave,81505,Grand Junction,5099,970-248-0031,39.076252,-108.581738
Richfield Supercenter,26.32,10 E 1300 S,84701,Richfield,5168,435-893-8164,38.748331,-112.084777
Price Supercenter,4.83,255 S Highway 55,84501,Price,1573,435-637-6712,39.596322,-110.788467
Ephraim Supercenter,47.32,777 N Main St,84627,Ephraim,2794,435-283-8189,39.37385,-111.589816
Payson Supercenter,40.59,1052 Turf Farm Rd,84651,Payson,5167,801-465-8246,40.027675,-111.756447
Evanston Supercenter,20.12,125 N 2nd St,82930,Evanston,1456,307-789-0010,41.265902,-110.953877
Logan Supercenter,37.35,1150 S 100 W,84321,Logan,4272,435-753-2111,41.712169,-111.835983
North Logan Supercenter,38.45,1550 N Main St,84341,North Logan,1888,435-753-0880,41.760285,-111.830402
Rexburg Supercenter,46.58,1450 North 2nd East,83440,Rexburg,1878,208-359-2809,43.8374,-111.7753758
Cedar City Supercenter,48.03,1330 S Providence Center Dr,84720,Cedar City,1438,435-586-0172,37.65447,-113.088367
Page Supercenter,28.28,1017 West Haul Road,86040,Page,1442,928-645-2622,36.904863,-111.487252
Sahuarita Supercenter,19.95,18680 S Nogales Hwy,85614,Sahuarita,1411,520-625-3808,31.912168,-110.982594
Nogales Supercenter,47.89,100 W White Park Dr,85621,Nogales,1324,520-281-4974,31.360324,-110.932468
Show Low Supercenter,23.89,5401 S White Mountain Rd,85901,Show Low,1230,928-537-3141,34.20044,-110.015671
Taylor Supercenter,43.07,715 N. Main Street,85939,Taylor,4355,928-536-2543,34.473964,-110.086009
Flagstaff Store,27.3,2750 S Woodlands Village Blvd,86001,Flagstaff,1175,928-773-1117,35.176555,-111.664611
Cottonwood Supercenter,29.3,2003 E Rodeo Dr,86326,Cottonwood,1299,928-634-0444,34.712898,-112.001321
Flagstaff Supercenter,30.36,2601 E Huntington Dr,86004,Flagstaff,4252,928-774-3409,35.199628,-111.61427
Winslow Supercenter,25.27,700 Mikes Pike St,86047,Winslow,1328,928-289-4641,35.0433092,-110.7016144
Prescott Supercenter,29.44,1280 Gail Gardner Way,86305,Prescott,5303,928-541-0071,34.565612,-112.486112
Prescott Supercenter,31.66,3050 E State Route 69,86301,Prescott,1417,928-445-1113,34.554753,-112.408542
Prescott Valley Supercenter,36.19,3450 N Glassford Hill Rd,86314,Prescott Valley,3730,928-499-3136,34.592452,-112.341401
Payson Supercenter,29.71,300 N Beeline Hwy,85541,Payson,1369,928-474-0029,34.244396,-111.325344
Surprise Supercenter,6.84,14111 N Prasada Gateway Ave,85388,Surprise,5429,623-282-3208,33.612439,-112.420708
Anthem Supercenter,21.6,4435 W Anthem Way,85086,Anthem,5329,623-551-6314,33.869614,-112.154941
Alamosa Supercenter,38.9,3333 Clark St,81101,Alamosa,869,719-589-9071,37.482281,-105.904108
Safford Supercenter,49.11,755 S 20th Ave,85546,Safford,1149,928-428-7990,32.832703,-109.730199
Vermillion Supercenter,18.16,1207 Princeton Ave,57069,Vermillion,3734,605-624-0215,42.791693,-96.936202
Yankton Supercenter,20.25,3001 Broadway Ave,57078,Yankton,1483,605-665-1425,42.90729,-97.401127
South Sioux City Supercenter,42.37,1601 Cornhusker Dr,68776,South Sioux City,1332,402-494-8858,42.473368,-96.430044
Norfolk Supercenter,44.1,2400 W Pasewalk Ave,68701,Norfolk,645,402-371-5452,42.024062,-97.445242
Sioux City Supercenter,44.2,3101 Floyd Blvd,51108,Sioux City,3590,712-239-8901,42.531771,-96.374694
Sioux City Supercenter,46.43,3400 Singing Hills Blvd,51106,Sioux City,1361,712-252-0210,42.433577,-96.363572
Trinidad Supercenter,32.95,2921 Toupal Dr,81082,Trinidad,962,719-846-4477,37.138803,-104.523231
Douglas Supercenter,45.19,199 W 5th St,85607,Douglas,1846,520-364-1281,31.338217,-109.565561
Grants Supercenter,30.82,1000 Robert Rd,87020,Grants,2652,505-285-3350,35.12473,-107.825679
Roswell Supercenter,33.93,4500 N Main St Ste A,88201,Roswell,611,575-623-2062,33.450048,-104.526774
Edgewood Supercenter,29.38,66 State Road #344,87015,Edgewood,4201,505-286-3043,35.070864,-106.188075
Albuquerque Supercenter,39.66,10224 Coors Byp Nw,87114,Albuquerque,1397,505-897-1228,35.204341,-106.656674
Rio Rancho Neighborhood Market,41.94,1115 Nm Highway 528 Se,87124,Rio Rancho,3517,505-600-4052,35.239523,-106.658132
Rio Rancho Supercenter,43.09,901 Unser Blvd Se,87124,Rio Rancho,3732,505-962-9227,35.242941,-106.699666
Bernalillo Supercenter,45.76,460 Nm Highway #528,87004,Bernalillo,3731,505-771-4867,35.3200531,-106.5719999
Deming Supercenter,44.41,1021 E Pine St,88030,Deming,5166,575-546-6045,32.270558,-107.747058
Belen Supercenter,16.15,1 I 25 Bypass,87002,Belen,1414,505-864-9114,34.6971752,-106.7683411
Los Lunas Supercenter,24.42,2250 Main St Nw,87031,Los Lunas,3596,505-565-4611,34.817298,-106.763155
Socorro Supercenter,28.75,700 6th St N,87801,Socorro,5492,575-838-1415,34.0649845,-106.8895603
